County,County Code,Population
"Hooker County, NE",31091,4262
"Howard County, NE",31093,38460
"Jefferson County, NE",31095,43610
"Johnson County, NE",31097,30992
"Kearney County, NE",31099,39403
"Keith County, NE",31101,48425
"Keya Paha County, NE",31103,4798
"Kimball County, NE",31105,22020
"Knox County, NE",31107,51052
"Lancaster County, NE",31109,1846566
"Lincoln County, NE",31111,213537
"Logan County, NE",31113,4579
"Loup County, NE",31115,3567
"McPherson County, NE",31117,2983
"Madison County, NE",31119,211042
"Merrick County, NE",31121,46798
"Morrill County, NE",31123,28933
"Nance County, NE",31125,21503
"Nemaha County, NE",31127,42256
"Nuckolls County, NE",31129,25846
"Otoe County, NE",31131,95626
"Pawnee County, NE",31133,15995
"Perkins County, NE",31135,17486
"Phelps County, NE",31137,55018
"Pierce County, NE",31139,42999
"Platte County, NE",31141,197417
"Polk County, NE",31143,31557
"Red Willow County, NE",31145,64878
"Richardson County, NE",31147,48313
"Rock County, NE",31149,8421
"Saline County, NE",31151,86072
"Sarpy County, NE",31153,1062137
"Saunders County, NE",31155,126262
"Scotts Bluff County, NE",31157,218348
"Seward County, NE",31159,103112
"Sheridan County, NE",31161,31443
"Sherman County, NE",31163,18449
"Sioux County, NE",31165,7508
"Stanton County, NE",31167,36041
"Thayer County, NE",31169,30767
"Thomas County, NE",31171,4231
"Thurston County, NE",31173,42581
"Valley County, NE",31175,25134
"Washington County, NE",31177,122720
"Wayne County, NE",31179,56295
"Webster County, NE",31181,21631
"Wheeler County, NE",31183,4674
"York County, NE",31185,82978
"Churchill County, NV",32001,145120
"Clark County, NV",32003,12803740
"Douglas County, NV",32005,287160
"Elko County, NV",32007,314362
"Esmeralda County, NV",32009,4949
"Eureka County, NV",32011,11991
"Humboldt County, NV",32013,102115
"Lander County, NV",32015,34914
"Lincoln County, NV",32017,30944
"Lyon County, NV",32019,319040
"Mineral County, NV",32021,27012
"Nye County, NV",32023,260027
"Pershing County, NV",32027,39943
"Storey County, NV",32029,23927
"Washoe County, NV",32031,2700650
"White Pine County, NV",32033,58651
"Carson City, NV",32510,328024
"Belknap County, NH",33001,363711
"Carroll County, NH",33003,286315
"Cheshire County, NH",33005,456861
"Coos County, NH",33007,190124
"Grafton County, NH",33009,536667
"Hillsborough County, NH",33011,2448552
"Merrimack County, NH",33013,890944
"Rockingham County, NH",33015,1820322
"Strafford County, NH",33017,763153
"Sullivan County, NH",33019,258279
"Atlantic County, NJ",34001,1631628
"Bergen County, NJ",34003,5621655
"Burlington County, NJ",34005,2694050
"Camden County, NJ",34007,3062762
"Cape May County, NJ",34009,566511
"Cumberland County, NJ",34011,927882
"Essex County, NJ",34013,4787688
"Gloucester County, NJ",34015,1748639
"Hudson County, NJ",34017,4049920
"Hunterdon County, NJ",34019,752254
"Mercer County, NJ",34021,2228916
"Middlesex County, NJ",34023,5015672
"Monmouth County, NJ",34025,3761217
"Morris County, NJ",34027,2990977
"Ocean County, NJ",34029,3550527
"Passaic County, NJ",34031,3049306
"Salem County, NJ",34033,382896
"Somerset County, NJ",34035,1997154
"Sussex County, NJ",34037,859577
"Union County, NJ",34039,3334570
"Warren County, NJ",34041,640359
"Bernalillo County, NM",35001,4058884
"Catron County, NM",35003,21292
"Chaves County, NM",35005,392302
"Cibola County, NM",35006,163099
"Colfax County, NM",35007,74725
"Curry County, NM",35009,301494
"DeBaca County, NM",35011,10963
"Dona Ana County, NM",35013,1288739
"Eddy County, NM",35015,341962
"Grant County, NM",35017,170346
"Guadalupe County, NM",35019,26536
"Harding County, NM",35021,4086
"Hidalgo County, NM",35023,26484
"Lea County, NM",35025,417360
"Lincoln County, NM",35027,117611
"Los Alamos County, NM",35028,109251
"Luna County, NM",35029,146341
"McKinley County, NM",35031,443891
"Mora County, NM",35033,27453
"Otero County, NM",35035,393068
"Quay County, NM",35037,50542
"Rio Arriba County, NM",35039,237519
"Roosevelt County, NM",35041,115283
"Sandoval County, NM",35043,843288
"San Juan County, NM",35045,736073
"San Miguel County, NM",35047,167846
"Santa Fe County, NM",35049,891730
"Sierra County, NM",35051,67454
"Socorro County, NM",35053,102710
"Taos County, NM",35055,197721
"Torrance County, NM",35057,93212
"Union County, NM",35059,25356
"Valencia County, NM",35061,455860
"Albany County, NY",36001,1850072
"Allegany County, NY",36003,283708
"Bronx County, NY",36005,8671348
"Broome County, NY",36007,1172082
"Cattaraugus County, NY",36009,467279
"Cayuga County, NY",36011,469197
"Chautauqua County, NY",36013,782401
"Chemung County, NY",36015,519480
"Chenango County, NY",36017,291751
"Clinton County, NY",36019,487222
"Columbia County, NY",36021,367383
"Cortland County, NY",36023,290173
"Delaware County, NY",36025,274407
"Dutchess County, NY",36027,1773008
"Erie County, NY",36029,5531572
"Essex County, NY",36031,229277
"Franklin County, NY",36033,305428
"Fulton County, NY",36035,323979
"Genesee County, NY",36037,351502
"Greene County, NY",36039,286516
"Hamilton County, NY",36041,27661
"Herkimer County, NY",36043,377711
"Jefferson County, NY",36045,696190
"Kings County, NY",36047,15711428
"Lewis County, NY",36049,161189
"Livingston County, NY",36051,385291
"Madison County, NY",36053,429689
"Monroe County, NY",36055,4486906
"Montgomery County, NY",36057,297307
"Nassau County, NY",36059,8161480
"New York County, NY",36061,9844107
"Niagara County, NY",36063,1273945
"Oneida County, NY",36065,1391055
"Onondaga County, NY",36067,2798447
"Ontario County, NY",36069,657962
"Orange County, NY",36071,2272725
"Orleans County, NY",36073,248742
"Oswego County, NY",36075,717587
"Otsego County, NY",36077,363387
"Putnam County, NY",36079,595289
"Queens County, NY",36081,13927447
"Rensselaer County, NY",36083,959192
"Richmond County, NY",36085,2852110
"Rockland County, NY",36087,1952149
"St. Lawrence County, NY",36089,662078
"Saratoga County, NY",36091,1362120
"Schenectady County, NY",36093,931140
"Schoharie County, NY",36095,188574
"Schuyler County, NY",36097,109136
"Seneca County, NY",36099,208701
"Steuben County, NY",36101,583692
"Suffolk County, NY",36103,8970922
"Sullivan County, NY",36105,453269
"Tioga County, NY",36107,295464
"Tompkins County, NY",36109,625700
"Ulster County, NY",36111,1078827
"Warren County, NY",36113,388362
"Washington County, NY",36115,372312
"Wayne County, NY",36117,547502
"Westchester County, NY",36119,5840230
"Wyoming County, NY",36121,245101
"Yates County, NY",36123,150131
"Alamance County, NC",37001,956961
"Alexander County, NC",37003,223714
"Alleghany County, NC",37005,65695
"Anson County, NC",37007,153001
"Ashe County, NC",37009,162287
"Avery County, NC",37011,105732
"Beaufort County, NC",37013,284393
"Bertie County, NC",37015,118753
"Bladen County, NC",37017,204227
"Brunswick County, NC",37019,751496
"Buncombe County, NC",37021,1524427
"Burke County, NC",37023,536696
"Cabarrus County, NC",37025,1195895
"Caldwell County, NC",37027,490220
"Camden County, NC",37029,62536
"Carteret County, NC",37031,413419
"Caswell County, NC",37033,137467
"Catawba County, NC",37035,937485
"Chatham County, NC",37037,423297
"Cherokee County, NC",37039,165912
"Chowan County, NC",37041,86209
"Clay County, NC",37043,64996
"Cleveland County, NC",37045,583125
"Columbus County, NC",37047,338989
"Craven County, NC",37049,621385
"Cumberland County, NC",37051,1968040
"Currituck County, NC",37053,153847
"Dare County, NC",37055,214350
"Davidson County, NC",37057,989120
"Davie County, NC",37059,251943
"Duplin County, NC",37061,355989
"Durham County, NC",37063,1818136
"Edgecombe County, NC",37065,322727
"Forsyth County, NC",37067,2222467
"Franklin County, NC",37069,387263
"Gaston County, NC",37071,1293982
"Gates County, NC",37073,69243
"Graham County, NC",37075,51579
"Granville County, NC",37077,354152
"Greene County, NC",37079,126654
"Guilford County, NC",37081,3118282
"Halifax County, NC",37083,312529
"Harnett County, NC",37085,777642
"Haywood County, NC",37087,362259
"Henderson County, NC",37089,680009
"Hertford County, NC",37091,144624
"Hoke County, NC",37093,317746
"Hyde County, NC",37095,33033
"Iredell County, NC",37097,1028120
"Jackson County, NC",37099,251706
"Johnston County, NC",37101,1135883
"Jones County, NC",37103,59383
"Lee County, NC",37105,361086
"Lenoir County, NC",37107,345671
"Lincoln County, NC",37109,487945
"McDowell County, NC",37111,270656
"Macon County, NC",37113,206326
"Madison County, NC",37115,128167
"Martin County, NC",37117,139142
"Mecklenburg County, NC",37119,6263159
"Mitchell County, NC",37121,91083
"Montgomery County, NC",37123,164638
"Moore County, NC",37125,570738
"Nash County, NC",37127,565381
"New Hanover County, NC",37129,1332878
"Northampton County, NC",37131,121266
"Onslow County, NC",37133,1137832
"Orange County, NC",37135,854895
"Pamlico County, NC",37137,76862
"Pasquotank County, NC",37139,238843
"Pender County, NC",37141,351405
"Perquimans County, NC",37143,80738
"Person County, NC",37145,235828
"Pitt County, NC",37147,1061635
"Polk County, NC",37149,122637
"Randolph County, NC",37151,858203
"Richmond County, NC",37153,272199
"Robeson County, NC",37155,801470
"Rockingham County, NC",37157,548364
"Rowan County, NC",37159,837934
"Rutherford County, NC",37161,399744
"Sampson County, NC",37163,382104
"Scotland County, NC",37165,212257
"Stanly County, NC",37167,366297
"Stokes County, NC",37169,276639
"Surry County, NC",37171,435046
"Swain County, NC",37173,85651
"Transylvania County, NC",37175,200812
"Tyrrell County, NC",37177,24618
"Union County, NC",37179,1347946
"Vance County, NC",37181,267027
"Wake County, NC",37183,6208477
"Warren County, NC",37185,120558
"Washington County, NC",37187,73743
"Watauga County, NC",37189,322826
"Wayne County, NC",37191,744741
"Wilkes County, NC",37193,412236
"Wilson County, NC",37195,489569
"Yadkin County, NC",37197,226264
"Yancey County, NC",37199,106092
"Adams County, ND",38001,14020
"Barnes County, ND",38003,65635
"Benson County, ND",38005,41100
"Billings County, ND",38007,5504
"Bottineau County, ND",38009,39622
"Bowman County, ND",38011,19238
"Burke County, ND",38013,13288
"Burleigh County, ND",38015,556741
"Cass County, ND",38017,1035898
"Cavalier County, ND",38019,22997
"Dickey County, ND",38021,30330
"Divide County, ND",38023,14180
"Dunn County, ND",38025,26194
"Eddy County, ND",38027,14133
"Emmons County, ND",38029,20252
"Foster County, ND",38031,19860
"Golden Valley County, ND",38033,10868
"Grand Forks County, ND",38035,422881
"Grant County, ND",38037,14253
"Griggs County, ND",38039,13696
"Hettinger County, ND",38041,15650
"Kidder County, ND",38043,14615
"LaMoure County, ND",38045,24700
"Logan County, ND",38047,11587
"McHenry County, ND",38049,35557
"McIntosh County, ND",38051,16161
"McKenzie County, ND",38053,72113
"McLean County, ND",38055,57794
"Mercer County, ND",38057,51617
"Morton County, ND",38059,181822
"Mountrail County, ND",38061,60214
"Nelson County, ND",38063,17874
"Oliver County, ND",38065,11332
"Pembina County, ND",38067,42388
"Pierce County, ND",38069,25614
"Ramsey County, ND",38071,69295
"Ransom County, ND",38073,32348
"Renville County, ND",38075,15153
"Richland County, ND",38077,98116
"Rolette County, ND",38079,87338
"Sargent County, ND",38081,23315
"Sheridan County, ND",38083,7964
"Sioux County, ND",38085,26425
"Slope County, ND",38087,4590
"Stark County, ND",38089,183143
"Steele County, ND",38091,11653
"Stutsman County, ND",38093,126484
"Towner County, ND",38095,13607
"Traill County, ND",38097,48421
"Walsh County, ND",38099,65397
"Ward County, ND",38101,415549
"Wells County, ND",38103,24643
"Williams County, ND",38105,200055
"Adams County, OH",39001,167615
"Allen County, OH",39003,624366
"Ashland County, OH",39005,320316
"Ashtabula County, OH",39007,591149
"Athens County, OH",39009,393881
"Auglaize County, OH",39011,275113
"Belmont County, OH",39013,412393
"Brown County, OH",39015,263156
"Butler County, OH",39017,2262302
"Carroll County, OH",39019,166408
"Champaign County, OH",39021,233911
"Clark County, OH",39023,812608
"Clermont County, OH",39025,1216453
"Clinton County, OH",39027,251665
"Columbiana County, OH",39029,625812
"Coshocton County, OH",39031,219620
"Crawford County, OH",39033,252973
"Cuyahoga County, OH",39035,7520626
"Darke County, OH",39037,311285
"Defiance County, OH",39039,229873
"Delaware County, OH",39041,1168858
"Erie County, OH",39043,451965
"Fairfield County, OH",39045,913768
"Fayette County, OH",39047,172373
"Franklin County, OH",39049,7562177
"Fulton County, OH",39051,254684
"Gallia County, OH",39053,181127
"Geauga County, OH",39055,564378
"Greene County, OH",39057,990963
"Guernsey County, OH",39059,235662
"Hamilton County, OH",39061,4858354
"Hancock County, OH",39063,454239
"Hardin County, OH",39065,189437
"Harrison County, OH",39067,92312
"Henry County, OH",39069,165745
"Highland County, OH",39071,258428
"Hocking County, OH",39073,171080
"Holmes County, OH",39075,263185
"Huron County, OH",39077,351509
"Jackson County, OH",39079,195465
"Jefferson County, OH",39081,401835
"Knox County, OH",39083,367006
"Lake County, OH",39085,1377577
"Lawrence County, OH",39087,365636
"Licking County, OH",39089,1029750
"Logan County, OH",39091,272222
"Lorain County, OH",39093,1835940
"Lucas County, OH",39095,2598642
"Madison County, OH",39097,263157
"Mahoning County, OH",39099,1388419
"Marion County, OH",39101,392299
"Medina County, OH",39103,1062077
"Meigs County, OH",39105,139395
"Mercer County, OH",39107,245324
"Miami County, OH",39109,627586
"Monroe County, OH",39111,85405
"Montgomery County, OH",39113,3196332
"Morgan County, OH",39115,88641
"Morrow County, OH",39117,210401
"Muskingum County, OH",39119,515739
"Noble County, OH",39121,86371
"Ottawa County, OH",39123,245246
"Paulding County, OH",39125,113689
"Perry County, OH",39127,215778
"Pickaway County, OH",39129,343659
"Pike County, OH",39131,169337
"Portage County, OH",39133,975144
"Preble County, OH",39135,248011
"Putnam County, OH",39137,204015
"Richland County, OH",39139,728217
"Ross County, OH",39141,463483
"Sandusky County, OH",39143,357280
"Scioto County, OH",39145,459755
"Seneca County, OH",39147,332996
"Shelby County, OH",39149,293053
"Stark County, OH",39151,2244061
"Summit County, OH",39153,3249181
"Trumbull County, OH",39155,1216200
"Tuscarawas County, OH",39157,555269
"Union County, OH",39159,331392
"Van Wert County, OH",39161,170343
"Vinton County, OH",39163,78710
"Warren County, OH",39165,1353415
"Washington County, OH",39167,364818
"Wayne County, OH",39169,695146
"Williams County, OH",39171,222516
"Wood County, OH",39173,779991
"Wyandot County, OH",39175,133125
"Adair County, OK",40001,132473
"Alfalfa County, OK",40003,34993
"Atoka County, OK",40005,83022
"Beaver County, OK",40007,32495
"Beckham County, OK",40009,137117
"Blaine County, OK",40011,58096
"Bryan County, OK",40013,272698
"Caddo County, OK",40015,175961
"Canadian County, OK",40017,809988
"Carter County, OK",40019,290924
"Cherokee County, OK",40021,291068
"Choctaw County, OK",40023,89619
"Cimarron County, OK",40025,13314
"Cleveland County, OK",40027,1653671
"Coal County, OK",40029,34138
"Comanche County, OK",40031,738702
"Cotton County, OK",40033,35838
"Craig County, OK",40035,87330
"Creek County, OK",40037,426614
"Custer County, OK",40039,175750
"Delaware County, OK",40041,251215
"Dewey County, OK",40043,29344
"Ellis County, OK",40045,24549
"Garfield County, OK",40047,374024
"Garvin County, OK",40049,166208
"Grady County, OK",40051,327336
"Grant County, OK",40053,26738
"Greer County, OK",40055,36054
"Harmon County, OK",40057,16512
"Harper County, OK",40059,22701
"Haskell County, OK",40061,76971
"Hughes County, OK",40063,81567
"Jackson County, OK",40065,153231
"Jefferson County, OK",40067,37536
"Johnston County, OK",40069,66169
"Kay County, OK",40071,270125
"Kingfisher County, OK",40073,93515
"Kiowa County, OK",40075,54520
"Latimer County, OK",40077,63007
"Le Flore County, OK",40079,298724
"Lincoln County, OK",40081,209203
"Logan County, OK",40083,276357
"Love County, OK",40085,59550
"McClain County, OK",40087,229900
"McCurtain County, OK",40089,197496
"McIntosh County, OK",40091,119943
"Major County, OK",40093,46313
"Marshall County, OK",40095,97833
"Mayes County, OK",40097,245455
"Murray County, OK",40099,83175
"Muskogee County, OK",40101,416893
"Noble County, OK",40103,68444
"Nowata County, OK",40105,62561
"Okfuskee County, OK",40107,73149
"Oklahoma County, OK",40109,4661834
"Okmulgee County, OK",40111,234198
"Osage County, OK",40113,285908
"Ottawa County, OK",40115,190509
"Pawnee County, OK",40117,98697
"Payne County, OK",40119,484926
"Pittsburg County, OK",40121,266173
"Pontotoc County, OK",40123,228992
"Pottawatomie County, OK",40125,432039
"Pushmataha County, OK",40127,66950
"Roger Mills County, OK",40129,22304
"Rogers County, OK",40131,544855
"Seminole County, OK",40133,151058
"Sequoyah County, OK",40135,247454
"Stephens County, OK",40137,264680
"Texas County, OK",40139,127876
"Tillman County, OK",40141,45100
"Tulsa County, OK",40143,3828815
"Wagoner County, OK",40145,464407
"Washington County, OK",40147,311397
"Washita County, OK",40149,68594
"Woods County, OK",40151,54762
"Woodward County, OK",40153,125804
"Baker County, OR",41001,96201
"Benton County, OR",41003,532916
"Clackamas County, OR",41005,2421559
"Clatsop County, OR",41007,230127
"Columbia County, OR",41009,303347
"Coos County, OR",41011,379916
"Crook County, OR",41013,133003
"Curry County, OR",41015,135352
"Deschutes County, OR",41017,1071788
"Douglas County, OR",41019,649742
"Gilliam County, OR",41021,11341
"Grant County, OR",41023,43172
"Harney County, OR",41025,43382
"Hood River County, OR",41027,138734
"Jackson County, OR",41029,1284969
"Jefferson County, OR",41031,137033
"Josephine County, OR",41033,511299
"Klamath County, OR",41035,398412
"Lake County, OR",41037,47066
"Lane County, OR",41039,2201322
"Lincoln County, OR",41041,285908
"Linn County, OR",41043,733899
"Malheur County, OR",41045,182862
"Marion County, OR",41047,2004894
"Morrow County, OR",41049,67525
"Multnomah County, OR",41051,4752342
"Polk County, OR",41053,484854
"Sherman County, OR",41055,10297
"Tillamook County, OR",41057,155932
"Umatilla County, OR",41059,460913
"Union County, OR",41061,155903
"Wallowa County, OR",41063,41568
"Wasco County, OR",41065,155824
"Washington County, OR",41067,3461751
"Wheeler County, OR",41069,8181
"Yamhill County, OR",41071,622901
"Adams County, PA",42001,612882
"Allegheny County, PA",42003,7360106
"Armstrong County, PA",42005,400335
"Beaver County, PA",42007,1006689
"Bedford County, PA",42009,291568
"Berks County, PA",42011,2495301
"Blair County, PA",42013,748461
"Bradford County, PA",42015,367837
"Bucks County, PA",42017,3763963
"Butler County, PA",42019,1120080
"Cambria County, PA",42021,814158
"Cameron County, PA",42023,28184
"Carbon County, PA",42025,384861
"Centre County, PA",42027,961654
"Chester County, PA",42029,3095842
"Clarion County, PA",42031,233224
"Clearfield County, PA",42033,483028
"Clinton County, PA",42035,236055
"Columbia County, PA",42037,398399
"Crawford County, PA",42039,518514
"Cumberland County, PA",42041,1481307
"Dauphin County, PA",42043,1641887
"Delaware County, PA",42045,3381676
"Elk County, PA",42047,184391
"Erie County, PA",42049,1659591
"Fayette County, PA",42051,797391
"Forest County, PA",42053,44456
"Franklin County, PA",42055,921535
"Fulton County, PA",42057,87684
"Greene County, PA",42059,223673
"Huntingdon County, PA",42061,273405
"Indiana County, PA",42063,518235
"Jefferson County, PA",42065,265552
"Juniata County, PA",42067,148382
"Lackawanna County, PA",42069,1271442
"Lancaster County, PA",42071,3224504
"Lawrence County, PA",42073,526733
"Lebanon County, PA",42075,828843
"Lehigh County, PA",42077,2171341
"Luzerne County, PA",42079,1908753
"Lycoming County, PA",42081,692063
"Mc Kean County, PA",42083,252126
"Mercer County, PA",42085,679659
"Mifflin County, PA",42087,278620
"Monroe County, PA",42089,1003510
"Montgomery County, PA",42091,4924901
"Montour County, PA",42093,110594
"Northampton County, PA",42095,1811764
"Northumberland County, PA",42097,556919
"Perry County, PA",42099,274967
"Philadelphia County, PA",42101,9413777
"Pike County, PA",42103,335917
"Potter County, PA",42105,102105
"Schuylkill County, PA",42107,865516
"Snyder County, PA",42109,242441
"Somerset County, PA",42111,451774
"Sullivan County, PA",42113,37315
"Susquehanna County, PA",42115,248308
"Tioga County, PA",42117,249637
"Union County, PA",42119,269640
"Venango County, PA",42121,316165
"Warren County, PA",42123,241166
"Washington County, PA",42125,1247279
"Wayne County, PA",42127,307338
"Westmoreland County, PA",42129,2138409
"Wyoming County, PA",42131,165823
"York County, PA",42133,2660682
"Bristol County, RI",44001,293992
"Kent County, RI",44003,987199
"Newport County, RI",44005,495964
"Providence County, RI",44007,3801161
"Washington County, RI",44009,758046
"Abbeville County, SC",45001,149039
"Aiken County, SC",45003,999796
"Allendale County, SC",45005,55917
"Anderson County, SC",45007,1173953
"Bamberg County, SC",45009,88582
"Barnwell County, SC",45011,129743
"Beaufort County, SC",45013,1085987
"Berkeley County, SC",45015,1244937
"Calhoun County, SC",45017,88734
"Charleston County, SC",45019,2346907
"Cherokee County, SC",45021,338932
"Chester County, SC",45023,193915
"Chesterfield County, SC",45025,276054
"Clarendon County, SC",45027,203951
"Colleton County, SC",45029,226484
"Darlington County, SC",45031,404583
"Dillon County, SC",45033,185713
"Dorchester County, SC",45035,917220
"Edgefield County, SC",45037,159606
"Fairfield County, SC",45039,136494
"Florence County, SC",45041,831924
"Georgetown County, SC",45043,367766
"Greenville County, SC",45045,2968697
"Greenwood County, SC",45047,420310
"Hampton County, SC",45049,119737
"Horry County, SC",45051,1897438
"Jasper County, SC",45053,167517
"Kershaw County, SC",45055,384005
"Lancaster County, SC",45057,526984
"Laurens County, SC",45059,400004
"Lee County, SC",45061,106713
"Lexington County, SC",45063,1705343
"McCormick County, SC",45065,58097
"Marion County, SC",45067,189810
"Marlboro County, SC",45069,163589
"Newberry County, SC",45071,228403
"Oconee County, SC",45073,457949
"Orangeburg County, SC",45075,532553
"Pickens County, SC",45077,733167
"Richland County, SC",45079,2443590
"Saluda County, SC",45081,121363
"Spartanburg County, SC",45083,1804018
"Sumter County, SC",45085,644277
"Union County, SC",45087,166303
"Williamsburg County, SC",45089,191991
"York County, SC",45091,1534987
"Aurora County, SD",46003,16473
"Beadle County, SD",46005,109762
"Bennett County, SD",46007,20687
"Bon Homme County, SD",46009,42002
"Brookings County, SD",46011,203801
"Brown County, SD",46013,232722
"Brule County, SD",46015,31735
"Buffalo County, SD",46017,12274
"Butte County, SD",46019,61445
"Campbell County, SD",46021,8251
"Charles Mix County, SD",46023,56073
"Clark County, SD",46025,21977
"Clay County, SD",46027,83948
"Codington County, SD",46029,167907
"Corson County, SD",46031,25094
"Custer County, SD",46033,51372
"Davison County, SD",46035,118963
"Day County, SD",46037,33320
"Deuel County, SD",46039,25814
"Dewey County, SD",46041,34414
"Douglas County, SD",46043,17771
"Edmunds County, SD",46045,23769
"Fall River County, SD",46047,40845
"Faulk County, SD",46049,14093
"Grant County, SD",46051,43020
"Gregory County, SD",46053,25269
"Haakon County, SD",46055,11355
"Hamlin County, SD",46057,36084
"Hand County, SD",46059,19942
"Hanson County, SD",46061,20382
"Harding County, SD",46063,7548
"Hughes County, SD",46065,105621
"Hutchinson County, SD",46067,43752
"Hyde County, SD",46069,8136
"Jackson County, SD",46071,19733
"Jerauld County, SD",46073,12145
"Jones County, SD",46075,5691
"Kingsbury County, SD",46077,30002
"Lake County, SD",46079,75820
"Lawrence County, SD",46081,150845
"Lincoln County, SD",46083,324195
"Lyman County, SD",46085,23264
"McCook County, SD",46087,33572
"McPherson County, SD",46089,14572
"Marshall County, SD",46091,28932
"Meade County, SD",46093,165144
"Mellette County, SD",46095,12463
"Miner County, SD",46097,13607
"Minnehaha County, SD",46099,1116529
"Moody County, SD",46101,38864
"Pennington County, SD",46103,653947
"Perkins County, SD",46105,17968
"Potter County, SD",46107,13791
"Roberts County, SD",46109,61916
"Sanborn County, SD",46111,14290
"Shannon County, SD",46113,85787
"Spink County, SD",46115,39057
"Stanley County, SD",46117,17944
"Sully County, SD",46119,8521
"Todd County, SD",46121,60326
"Tripp County, SD",46123,32874
"Turner County, SD",46125,49898
"Union County, SD",46127,90349
"Walworth County, SD",46129,33218
"Yankton County, SD",46135,136229
"Ziebach County, SD",46137,16762
"Anderson County, TN",47001,455494
"Bedford County, TN",47003,284350
"Benton County, TN",47005,96748
"Bledsoe County, TN",47007,85421
"Blount County, TN",47009,768639
"Bradley County, TN",47011,625691
"Campbell County, TN",47013,238853
"Cannon County, TN",47015,84077
"Carroll County, TN",47017,168765
"Carter County, TN",47019,340051
"Cheatham County, TN",47021,239646
"Chester County, TN",47023,104019
"Claiborne County, TN",47025,189983
"Clay County, TN",47027,46482
"Cocke County, TN",47029,212564
"Coffee County, TN",47031,326673
"Crockett County, TN",47033,87072
"Cumberland County, TN",47035,351086
"Davidson County, TN",47037,4074078
"Decatur County, TN",47039,70213
"DeKalb County, TN",47041,116965
"Dickson County, TN",47043,310797
"Dyer County, TN",47045,226532
"Fayette County, TN",47047,236999
"Fentress County, TN",47049,108067
"Franklin County, TN",47051,249222
"Gibson County, TN",47053,295885
"Giles County, TN",47055,174756
"Grainger County, TN",47057,137773
"Greene County, TN",47059,411692
"Grundy County, TN",47061,80460
"Hamblen County, TN",47063,382143
"Hamilton County, TN",47065,2137628
"Hancock County, TN",47067,39634
"Hardeman County, TN",47069,154080
"Hardin County, TN",47071,154961
"Hawkins County, TN",47073,339558
"Haywood County, TN",47075,107193
"Henderson County, TN",47077,167492
"Henry County, TN",47079,193679
"Hickman County, TN",47081,147236
"Houston County, TN",47083,49318
"Humphreys County, TN",47085,109830
"Jackson County, TN",47087,69595
"Jefferson County, TN",47089,319391
"Johnson County, TN",47091,106889
"Knox County, TN",47093,2727871
"Lake County, TN",47095,45377
"Lauderdale County, TN",47097,159985
"Lawrence County, TN",47099,257039
"Lewis County, TN",47101,71746
"Lincoln County, TN",47103,202526
"Loudon County, TN",47105,309009
"McMinn County, TN",47107,316618
"McNairy County, TN",47109,156244
"Macon County, TN",47111,140675
"Madison County, TN",47113,587432
"Marion County, TN",47115,170714
"Marshall County, TN",47117,192480
"Maury County, TN",47119,533517
"Meigs County, TN",47121,71559
"Monroe County, TN",47123,274836
"Montgomery County, TN",47125,1169425
"Moore County, TN",47127,38060
"Morgan County, TN",47129,129842
"Obion County, TN",47131,183941
"Overton County, TN",47133,132363
"Perry County, TN",47135,47623
"Pickett County, TN",47137,30657
"Polk County, TN",47139,100620
"Putnam County, TN",47141,454691
"Rhea County, TN",47143,195857
"Roane County, TN",47145,317598
"Robertson County, TN",47147,414386
"Rutherford County, TN",47149,1818845
"Scott County, TN",47151,131927
"Sequatchie County, TN",47153,88705
"Sevier County, TN",47155,576829
"Shelby County, TN",47157,5623665
"Smith County, TN",47159,116403
"Stewart County, TN",47161,79998
"Sullivan County, TN",47163,941926
"Sumner County, TN",47165,1068340
"Tipton County, TN",47167,369329
"Trousdale County, TN",47169,53238
"Unicoi County, TN",47171,107144
"Union County, TN",47173,115604
"Van Buren County, TN",47175,34089
"Warren County, TN",47177,242414
"Washington County, TN",47179,761943
"Wayne County, TN",47181,100454
"Weakley County, TN",47183,203042
"White County, TN",47185,159579
"Williamson County, TN",47187,1292892
"Wilson County, TN",47189,786080
"Anderson County, TX",48001,346677
"Andrews County, TX",48003,105991
"Angelina County, TX",48005,526134
"Aransas County, TX",48007,149763
"Archer County, TX",48009,52505
"Armstrong County, TX",48011,11498
"Atascosa County, TX",48013,291390
"Austin County, TX",48015,177057
"Bailey County, TX",48017,42519
"Bandera County, TX",48019,129713
"Bastrop County, TX",48021,488891
"Baylor County, TX",48023,21684
"Bee County, TX",48025,196436
"Bell County, TX",48027,2034810
"Bexar County, TX",48029,11444536
"Blanco County, TX",48031,67259
"Borden County, TX",48033,3891
"Bosque County, TX",48035,108640
"Bowie County, TX",48037,562347
"Brazoria County, TX",48039,2101530
"Brazos County, TX",48041,1297358
"Brewster County, TX",48043,55408
"Briscoe County, TX",48045,9096
"Brooks County, TX",48047,43224
"Brown County, TX",48049,227546
"Burleson County, TX",48051,106042
"Burnet County, TX",48053,274818
"Caldwell County, TX",48055,246310
"Calhoun County, TX",48057,130768
"Callahan County, TX",48059,82355
"Cameron County, TX",48061,2529592
"Camp County, TX",48063,76471
"Carson County, TX",48065,36086
"Cass County, TX",48067,181411
"Castro County, TX",48069,46644
"Chambers County, TX",48071,237614
"Cherokee County, TX",48073,309822
"Childress County, TX",48075,42682
"Clay County, TX",48077,62273
"Cochran County, TX",48079,17473
